Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Discovery method,Disc. Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,distance (clean),mass (clean),radius (clean),star mass (clean),star temp (clean),Distance_Radius_Interaction,star_mass_bin
Kepler-54d,0.639,0.136,21,0.126,transit,Not Specified,893,0.51,4252,[37],893,0.639,0.136,0.51,4252,121.448,"(-0.00354, 5.905]"
Kepler-55d,0.639,0.142,2.21,0.029,transit,Not Specified,1920,0.62,4503,[37],1920,0.639,0.142,0.62,4503,272.64,"(-0.00354, 5.905]"
Kepler-55e,0.639,0.138,4.62,0.048,transit,Not Specified,1920,0.62,4503,[37],1920,0.639,0.138,0.62,4503,264.96,"(-0.00354, 5.905]"
Kepler-55f,0.639,0.142,10.2,0.081,transit,Not Specified,1920,0.62,4503,[37],1920,0.639,0.142,0.62,4503,272.64,"(-0.00354, 5.905]"
Kepler-58d,0.639,0.262,40.1,0.236,transit,Not Specified,3250,0.95,6099,[37],3250,0.639,0.262,0.95,6099,851.5,"(-0.00354, 5.905]"
Kepler-79d,0.019,0.639,52.09,0.287,transit,Not Specified,3230,1.17,6174,[37],3230,0.019,0.639,1.17,6174,2063.97,"(-0.00354, 5.905]"
Kepler-79e,0.013,0.311,81.07,0.386,transit,Not Specified,3230,1.17,6174,[37],3230,0.013,0.311,1.17,6174,1004.53,"(-0.00354, 5.905]"
Kepler-80d,0.02124,0.136,3.07,0.0372,transit,Not Specified,1160,0.73,4540,[37],1160,0.02124,0.136,0.73,4540,157.76,"(-0.00354, 5.905]"
Kepler-80e,0.01299,0.143,4.64,0.0491,transit,Not Specified,1160,0.73,4540,[37],1160,0.01299,0.143,0.73,4540,165.88,"(-0.00354, 5.905]"
Kepler-81d,0.639,0.108,20.84,0.128,transit,Not Specified,1147,0.64,4500,[37],1147,0.639,0.108,0.64,4500,123.876,"(-0.00354, 5.905]"
Kepler-82d,0.639,0.158,2.38,0.034,transit,Not Specified,3030,0.85,5428,[37],3030,0.639,0.158,0.85,5428,478.74,"(-0.00354, 5.905]"
Kepler-82e,0.639,0.22,5.9,0.063,transit,Not Specified,3030,0.85,5428,[37],3030,0.639,0.22,0.85,5428,666.6,"(-0.00354, 5.905]"
Kepler-83d,0.639,0.173,5.17,0.051,transit,Not Specified,1320,0.66,4648,[37],1320,0.639,0.173,0.66,4648,228.36,"(-0.00354, 5.905]"
Kepler-84d,0.639,0.123,4.22,0.052,transit,Not Specified,4700,1,6031,[37],4700,0.639,0.123,1,6031,578.1,"(-0.00354, 5.905]"
Kepler-84e,0.639,0.232,27.43,0.181,transit,Not Specified,4700,1,6031,[37],4700,0.639,0.232,1,6031,1090.4,"(-0.00354, 5.905]"
Kepler-84f,0.639,0.196,44.55,0.25,transit,Not Specified,4700,1,6031,[37],4700,0.639,0.196,1,6031,921.2,"(-0.00354, 5.905]"
Kepler-85d,0.639,0.107,17.91,0.13,transit,Not Specified,2550,0.92,5436,[37],2550,0.639,0.107,0.92,5436,272.85,"(-0.00354, 5.905]"
Kepler-85e,0.639,0.113,25.22,0.163,transit,Not Specified,2550,0.92,5436,[37],2550,0.639,0.113,0.92,5436,288.15,"(-0.00354, 5.905]"
Kepler-93b,0.01265,0.132,4.73,0.053,transit,Not Specified,313.7,0.91,5669,[38],313.7,0.01265,0.132,0.91,5669,41.4084,"(-0.00354, 5.905]"
Kepler-93c,3,0.213,1460,0.098,radial vel.,Not Specified,313.7,0.91,5669,[38],313.7,3,0.213,0.91,5669,66.8181,"(-0.00354, 5.905]"
Kepler-94b,0.034,0.313,2.51,0.098,transit,Not Specified,629,0.81,4781,[38],629,0.034,0.313,0.81,4781,196.877,"(-0.00354, 5.905]"
Kepler-94c,9.836,0.213,820.3,0.098,radial vel.,Not Specified,629,0.81,4781,[38],629,9.836,0.213,0.81,4781,133.977,"(-0.00354, 5.905]"
Kepler-95b,0.041,0.305,11.52,0.098,transit,Not Specified,1472,1.08,5699,[38],1472,0.041,0.305,1.08,5699,448.96,"(-0.00354, 5.905]"
Kepler-96b,0.027,0.238,16.24,0.098,transit,Not Specified,402.2,1,5690,[38],402.2,0.027,0.238,1,5690,95.7236,"(-0.00354, 5.905]"
Kepler-97b,0.011,0.132,2.59,0.098,transit,Not Specified,1322,0.94,5779,[38],1322,0.011,0.132,0.94,5779,174.504,"(-0.00354, 5.905]"
Kepler-97c,1.08,0.213,789,0.098,radial vel.,Not Specified,1322,0.94,5779,[38],1322,1.08,0.213,0.94,5779,281.586,"(-0.00354, 5.905]"
Kepler-98b,0.011,0.178,1.54,0.098,transit,Not Specified,1154,0.99,5539,[38],1154,0.011,0.178,0.99,5539,205.412,"(-0.00354, 5.905]"
Kepler-99b,0.019,0.132,4.6,0.098,transit,Not Specified,683,0.79,4782,[38],683,0.019,0.132,0.79,4782,90.156,"(-0.00354, 5.905]"
Kepler-100b,0.023,0.118,6.89,0.098,transit,Not Specified,1002,1.08,5825,[38][37],1002,0.023,0.118,1.08,5825,118.236,"(-0.00354, 5.905]"
Kepler-100c,0.639,0.196,12.82,0.098,transit,Not Specified,1002,1.08,5825,[38][37],1002,0.639,0.196,1.08,5825,196.392,"(-0.00354, 5.905]"
Kepler-100d,0.639,0.144,35.33,0.098,transit,Not Specified,1002,1.08,5825,[38][37],1002,0.639,0.144,1.08,5825,144.288,"(-0.00354, 5.905]"
Kepler-101b,0.16,0.51,3.49,0.0474,transit,Not Specified,3110,1.17,5667,[37],3110,0.16,0.51,1.17,5667,1586.1,"(-0.00354, 5.905]"
Kepler-101c,0.01,0.112,6.03,0.0684,transit,Not Specified,3110,1.17,5667,[37],3110,0.01,0.112,1.17,5667,348.32,"(-0.00354, 5.905]"
Kepler-102b,0.639,0.042,5.29,0.098,transit,Not Specified,352.7,0.81,4909,[38][37],352.7,0.639,0.042,0.81,4909,14.8134,"(-0.00354, 5.905]"
Kepler-102c,0.639,0.052,7.07,0.098,transit,Not Specified,352.7,0.81,4909,[38][37],352.7,0.639,0.052,0.81,4909,18.3404,"(-0.00354, 5.905]"
Kepler-102d,0.012,0.105,10.31,0.098,transit,Not Specified,352.7,0.81,4909,[38][37],352.7,0.012,0.105,0.81,4909,37.0335,"(-0.00354, 5.905]"
Kepler-102f,0.639,0.079,27.45,0.098,transit,Not Specified,352.7,0.81,4909,[38][37],352.7,0.639,0.079,0.81,4909,27.8633,"(-0.00354, 5.905]"
Kepler-103b,0.031,0.301,15.97,0.098,transit,Not Specified,1637,1.09,5845,[38][37],1637,0.031,0.301,1.09,5845,492.737,"(-0.00354, 5.905]"
Kepler-103c,0.114,0.459,179.61,0.098,transit,Not Specified,1637,1.09,5845,[38][37],1637,0.114,0.459,1.09,5845,751.383,"(-0.00354, 5.905]"
Kepler-104b,0.639,0.277,11.43,0.094,transit,Not Specified,1322,0.81,5711,[37],1322,0.639,0.277,0.81,5711,366.194,"(-0.00354, 5.905]"
Kepler-104c,0.639,0.279,23.67,0.153,transit,Not Specified,1322,0.81,5711,[37],1322,0.639,0.279,0.81,5711,368.838,"(-0.00354, 5.905]"
Kepler-104d,0.639,0.319,51.76,0.257,transit,Not Specified,1322,0.81,5711,[37],1322,0.639,0.319,0.81,5711,421.718,"(-0.00354, 5.905]"
Kepler-105c,0.01447,0.117,7.13,0.098,transit,Not Specified,1517,0.96,5827,[37],1517,0.01447,0.117,0.96,5827,177.489,"(-0.00354, 5.905]"
Kepler-106b,0.639,0.073,6.16,0.098,transit,Not Specified,1470,1,5858,[38],1470,0.639,0.073,1,5858,107.31,"(-0.00354, 5.905]"
Kepler-106c,0.033,0.223,13.57,0.098,transit,Not Specified,1470,1,5858,[38][37],1470,0.033,0.223,1,5858,327.81,"(-0.00354, 5.905]"
Kepler-106d,0.639,0.085,23.98,0.098,transit,Not Specified,1470,1,5858,[38][37],1470,0.639,0.085,1,5858,124.95,"(-0.00354, 5.905]"
Kepler-106e,0.035,0.228,43.84,0.098,transit,Not Specified,1470,1,5858,[38][37],1470,0.035,0.228,1,5858,335.16,"(-0.00354, 5.905]"
Kepler-107b,0.639,0.139,3.18,0.044,transit,Not Specified,1741,0.96,5851,[37],1741,0.639,0.139,0.96,5851,241.999,"(-0.00354, 5.905]"
Kepler-107c,0.639,0.161,4.9,0.059,transit,Not Specified,1741,0.96,5851,[37],1741,0.639,0.161,0.96,5851,280.301,"(-0.00354, 5.905]"
Kepler-107d,0.639,0.095,7.96,0.082,transit,Not Specified,1741,0.96,5851,[37],1741,0.639,0.095,0.96,5851,165.395,"(-0.00354, 5.905]"
Kepler-107e,0.639,0.308,14.75,0.123,transit,Not Specified,1741,0.96,5851,[37],1741,0.639,0.308,0.96,5851,536.228,"(-0.00354, 5.905]"
Kepler-108b,0.639,0.772,49.18,0.292,transit,Not Specified,4200,0.87,5854,[37],4200,0.639,0.772,0.87,5854,3242.4,"(-0.00354, 5.905]"
Kepler-108c,0.639,0.73,190.32,0.721,transit,Not Specified,4200,0.87,5854,[37],4200,0.639,0.73,0.87,5854,3066,"(-0.00354, 5.905]"
Kepler-109b,0.639,0.211,6.48,0.098,transit,Not Specified,1570,1.04,5952,[38][37],1570,0.639,0.211,1.04,5952,331.27,"(-0.00354, 5.905]"
Kepler-109c,0.639,0.225,21.22,0.098,transit,Not Specified,1570,1.04,5952,[38][37],1570,0.639,0.225,1.04,5952,353.25,"(-0.00354, 5.905]"
Kepler-110b,0.639,0.163,12.69,0.107,transit,Not Specified,1950,0.96,5960,[37],1950,0.639,0.163,0.96,5960,317.85,"(-0.00354, 5.905]"
Kepler-110c,0.639,0.197,31.72,0.198,transit,Not Specified,1950,0.96,5960,[37],1950,0.639,0.197,0.96,5960,384.15,"(-0.00354, 5.905]"
Kepler-111b,0.639,0.141,3.34,0.046,transit,Not Specified,2190,0.96,5952,[37],2190,0.639,0.141,0.96,5952,308.79,"(-0.00354, 5.905]"
Kepler-111c,0.639,0.651,224.78,0.761,transit,Not Specified,2190,0.96,5952,[37],2190,0.639,0.651,0.96,5952,1425.69,"(-0.00354, 5.905]"
Kepler-112b,0.639,0.211,8.41,0.076,transit,Not Specified,1698,0.96,5544,[37],1698,0.639,0.211,0.96,5544,358.278,"(-0.00354, 5.905]"
Kepler-112c,0.639,0.214,28.57,0.172,transit,Not Specified,1698,0.96,5544,[37],1698,0.639,0.214,0.96,5544,363.372,"(-0.00354, 5.905]"
Kepler-113b,0.037,0.162,4.75,0.098,transit,Not Specified,862,0.75,4725,[38][37],862,0.037,0.162,0.75,4725,139.644,"(-0.00354, 5.905]"
Kepler-113c,0.639,0.194,8.93,0.098,transit,Not Specified,862,0.75,4725,[38][37],862,0.639,0.194,0.75,4725,167.228,"(-0.00354, 5.905]"
Kepler-114b,0.639,0.112,5.19,0.053,transit,Not Specified,852,0.56,4605,[37],852,0.639,0.112,0.56,4605,95.424,"(-0.00354, 5.905]"
Kepler-115b,0.639,0.097,2.4,0.036,transit,Not Specified,2070,1,5979,[37],2070,0.639,0.097,1,5979,200.79,"(-0.00354, 5.905]"
Kepler-115c,0.639,0.232,8.99,0.087,transit,Not Specified,2070,1,5979,[37],2070,0.639,0.232,1,5979,480.24,"(-0.00354, 5.905]"
Kepler-116b,0.639,0.305,5.97,0.069,transit,Not Specified,3200,1.16,6142,[37],3200,0.639,0.305,1.16,6142,976,"(-0.00354, 5.905]"
Kepler-116c,0.639,0.205,13.07,0.116,transit,Not Specified,3200,1.16,6142,[37],3200,0.639,0.205,1.16,6142,656,"(-0.00354, 5.905]"
Kepler-117b,0.094,0.719,18.8,0.1445,transit,Not Specified,4700,1.13,6150,[37],4700,0.094,0.719,1.13,6150,3379.3,"(-0.00354, 5.905]"
Kepler-117c,1.84,1.101,50.79,0.2804,transit,Not Specified,4700,1.13,6150,[37],4700,1.84,1.101,1.13,6150,5174.7,"(-0.00354, 5.905]"
Kepler-118b,0.639,0.175,7.52,0.073,transit,Not Specified,1900,0.86,5274,[37],1900,0.639,0.175,0.86,5274,332.5,"(-0.00354, 5.905]"
Kepler-118c,0.639,0.685,20.17,0.141,transit,Not Specified,1900,0.86,5274,[37],1900,0.639,0.685,0.86,5274,1301.5,"(-0.00354, 5.905]"
Kepler-119b,0.639,0.321,2.42,0.035,transit,Not Specified,2340,0.96,5595,[37],2340,0.639,0.321,0.96,5595,751.14,"(-0.00354, 5.905]"
Kepler-119c,0.639,0.082,4.13,0.049,transit,Not Specified,2340,0.96,5595,[37],2340,0.639,0.082,0.96,5595,191.88,"(-0.00354, 5.905]"
Kepler-120b,0.639,0.192,6.31,0.055,transit,Not Specified,1281,0.96,4096,[37],1281,0.639,0.192,0.96,4096,245.952,"(-0.00354, 5.905]"
Kepler-120c,0.639,0.136,12.79,0.088,transit,Not Specified,1281,0.96,4096,[37],1281,0.639,0.136,0.96,4096,174.216,"(-0.00354, 5.905]"
Kepler-121b,0.639,0.209,3.18,0.039,transit,Not Specified,1690,0.96,5311,[37],1690,0.639,0.209,0.96,5311,353.21,"(-0.00354, 5.905]"
Kepler-121c,0.639,0.203,41.01,0.216,transit,Not Specified,1690,0.96,5311,[37],1690,0.639,0.203,0.96,5311,343.07,"(-0.00354, 5.905]"
Kepler-122b,0.639,0.209,5.77,0.064,transit,Not Specified,3450,0.99,6050,[37],3450,0.639,0.209,0.99,6050,721.05,"(-0.00354, 5.905]"
Kepler-122c,0.639,0.524,12.47,0.108,transit,Not Specified,3450,0.99,6050,[37],3450,0.639,0.524,0.99,6050,1807.8,"(-0.00354, 5.905]"
Kepler-122d,0.639,0.196,21.59,0.155,transit,Not Specified,3450,0.99,6050,[37],3450,0.639,0.196,0.99,6050,676.2,"(-0.00354, 5.905]"
Kepler-122e,0.639,0.232,37.99,0.227,transit,Not Specified,3450,0.99,6050,[37],3450,0.639,0.232,0.99,6050,800.4,"(-0.00354, 5.905]"
Kepler-122f,0.113,0.156,56.27,0.098,timing,Not Specified,3450,0.99,6050,,3450,0.113,0.156,0.99,6050,538.2,"(-0.00354, 5.905]"
Kepler-123b,0.639,0.262,17.23,0.135,transit,Not Specified,3430,1.03,6089,[37],3430,0.639,0.262,1.03,6089,898.66,"(-0.00354, 5.905]"
Kepler-123c,0.639,0.132,26.7,0.181,transit,Not Specified,3430,1.03,6089,[37],3430,0.639,0.132,1.03,6089,452.76,"(-0.00354, 5.905]"
Kepler-124b,0.639,0.065,3.41,0.039,transit,Not Specified,1386,0.96,4984,[37],1386,0.639,0.065,0.96,4984,90.09,"(-0.00354, 5.905]"
Kepler-124c,0.639,0.156,13.82,0.1,transit,Not Specified,1386,0.96,4984,[37],1386,0.639,0.156,0.96,4984,216.216,"(-0.00354, 5.905]"
Kepler-124d,0.639,0.099,30.95,0.17,transit,Not Specified,1386,0.96,4984,[37],1386,0.639,0.099,0.96,4984,137.214,"(-0.00354, 5.905]"
Kepler-125b,0.639,0.211,4.16,0.041,transit,Not Specified,601,0.55,3810,[37],601,0.639,0.211,0.55,3810,126.811,"(-0.00354, 5.905]"
Kepler-125c,0.639,0.066,5.77,0.051,transit,Not Specified,601,0.55,3810,[37],601,0.639,0.066,0.55,3810,39.666,"(-0.00354, 5.905]"
Kepler-126b,0.639,0.136,10.5,0.099,transit,Not Specified,779,0.96,6239,[37],779,0.639,0.136,0.96,6239,105.944,"(-0.00354, 5.905]"
Kepler-126c,0.639,0.141,21.87,0.162,transit,Not Specified,779,0.96,6239,[37],779,0.639,0.141,0.96,6239,109.839,"(-0.00354, 5.905]"
Kepler-126d,0.639,0.223,100.28,0.448,transit,Not Specified,779,0.96,6239,[37],779,0.639,0.223,0.96,6239,173.717,"(-0.00354, 5.905]"
Kepler-127b,0.639,0.125,14.44,0.125,transit,Not Specified,1162,0.96,6106,[37],1162,0.639,0.125,0.96,6106,145.25,"(-0.00354, 5.905]"
Kepler-127c,0.639,0.237,29.39,0.2,transit,Not Specified,1162,0.96,6106,[37],1162,0.639,0.237,0.96,6106,275.394,"(-0.00354, 5.905]"
Kepler-127d,0.639,0.236,48.63,0.28,transit,Not Specified,1162,0.96,6106,[37],1162,0.639,0.236,0.96,6106,274.232,"(-0.00354, 5.905]"
Kepler-129b,0.639,0.211,15.79,0.131,transit,Not Specified,1349,1.18,5770,[37],1349,0.639,0.211,1.18,5770,284.639,"(-0.00354, 5.905]"
Kepler-129c,0.639,0.227,82.2,0.393,transit,Not Specified,1349,1.18,5770,[37],1349,0.639,0.227,1.18,5770,306.223,"(-0.00354, 5.905]"
Kepler-130c,0.639,0.259,27.51,0.178,transit,Not Specified,1042,1,5884,[37],1042,0.639,0.259,1,5884,269.878,"(-0.00354, 5.905]"
Kepler-130d,0.639,0.146,87.52,0.377,transit,Not Specified,1042,1,5884,[37],1042,0.639,0.146,1,5884,152.132,"(-0.00354, 5.905]"
Kepler-131b,0.051,0.215,16.09,0.098,transit,Not Specified,750,1.02,5685,[38][37],750,0.051,0.215,1.02,5685,161.25,"(-0.00354, 5.905]"
Kepler-131c,0.026,0.075,25.52,0.098,transit,Not Specified,750,1.02,5685,[38][37],750,0.026,0.075,1.02,5685,56.25,"(-0.00354, 5.905]"
Kepler-132b,0.639,0.108,6.18,0.067,transit,Not Specified,900,0.96,6003,[37],900,0.639,0.108,0.96,6003,97.2,"(-0.00354, 5.905]"
Kepler-132c,0.639,0.114,6.41,0.068,transit,Not Specified,900,0.96,6003,[37],900,0.639,0.114,0.96,6003,102.6,"(-0.00354, 5.905]"
Kepler-132d,0.639,0.138,18.01,0.136,transit,Not Specified,900,0.96,6003,[37],900,0.639,0.138,0.96,6003,124.2,"(-0.00354, 5.905]"
Kepler-133b,0.639,0.157,8.13,0.083,transit,Not Specified,2170,0.96,5736,[37],2170,0.639,0.157,0.96,5736,340.69,"(-0.00354, 5.905]"
Kepler-133c,0.639,0.253,31.52,0.204,transit,Not Specified,2170,0.96,5736,[37],2170,0.639,0.253,0.96,5736,549.01,"(-0.00354, 5.905]"
Kepler-134b,0.639,0.178,5.32,0.06,transit,Not Specified,1102,0.96,5983,[37],1102,0.639,0.178,0.96,5983,196.156,"(-0.00354, 5.905]"
Kepler-134c,0.639,0.112,10.11,0.092,transit,Not Specified,1102,0.96,5983,[37],1102,0.639,0.112,0.96,5983,123.424,"(-0.00354, 5.905]"
Kepler-135b,0.639,0.161,6,0.067,transit,Not Specified,2060,0.96,6090,[37],2060,0.639,0.161,0.96,6090,331.66,"(-0.00354, 5.905]"
Kepler-135c,0.639,0.103,11.45,0.103,transit,Not Specified,2060,0.96,6090,[37],2060,0.639,0.103,0.96,6090,212.18,"(-0.00354, 5.905]"
Kepler-136b,0.639,0.183,11.58,0.106,transit,Not Specified,1389,1.2,6165,[37],1389,0.639,0.183,1.2,6165,254.187,"(-0.00354, 5.905]"
Kepler-136c,0.639,0.178,16.4,0.133,transit,Not Specified,1389,1.2,6165,[37],1389,0.639,0.178,1.2,6165,247.242,"(-0.00354, 5.905]"
Kepler-137b,0.639,0.131,8.44,0.077,transit,Not Specified,996,0.96,5187,[37],996,0.639,0.131,0.96,5187,130.476,"(-0.00354, 5.905]"
Kepler-137c,0.639,0.168,18.74,0.13,transit,Not Specified,996,0.96,5187,[37],996,0.639,0.168,0.96,5187,167.328,"(-0.00354, 5.905]"
Kepler-138b,0.00021,0.047,10.31,0.098,transit,Not Specified,218.5,0.52,3841,[37],218.5,0.00021,0.047,0.52,3841,10.2695,"(-0.00354, 5.905]"
Kepler-138c,0.0062,0.107,13.78,0.098,transit,Not Specified,218.5,0.52,3841,[37],218.5,0.0062,0.107,0.52,3841,23.3795,"(-0.00354, 5.905]"
Kepler-138d,0.00201,0.108,23.09,0.098,transit,Not Specified,218.5,0.52,3841,[37],218.5,0.00201,0.108,0.52,3841,23.598,"(-0.00354, 5.905]"
Kepler-139b,0.639,0.262,15.77,0.127,transit,Not Specified,1289,1.08,5594,[37],1289,0.639,0.262,1.08,5594,337.718,"(-0.00354, 5.905]"
Kepler-139c,0.639,0.302,157.07,0.586,transit,Not Specified,1289,1.08,5594,[37],1289,0.639,0.302,1.08,5594,389.278,"(-0.00354, 5.905]"
Kepler-140b,0.639,0.144,3.25,0.045,transit,Not Specified,1940,0.96,6077,[37],1940,0.639,0.144,0.96,6077,279.36,"(-0.00354, 5.905]"
Kepler-140c,0.639,0.161,91.35,0.414,transit,Not Specified,1940,0.96,6077,[37],1940,0.639,0.161,0.96,6077,312.34,"(-0.00354, 5.905]"
Kepler-141b,0.639,0.062,3.11,0.039,transit,Not Specified,990,1,4910,[37],990,0.639,0.062,1,4910,61.38,"(-0.00354, 5.905]"
Kepler-141c,0.639,0.126,7.01,0.067,transit,Not Specified,990,1,4910,,990,0.639,0.126,1,4910,124.74,"(-0.00354, 5.905]"
Kepler-142b,0.639,0.178,2.02,0.032,transit,Not Specified,1818,0.99,5790,[37],1818,0.639,0.178,0.99,5790,323.604,"(-0.00354, 5.905]"
Kepler-142c,0.639,0.255,4.76,0.057,transit,Not Specified,1818,0.99,5790,[37],1818,0.639,0.255,0.99,5790,463.59,"(-0.00354, 5.905]"
Kepler-142d,0.639,0.193,41.81,0.242,transit,Not Specified,1818,0.99,5790,[37],1818,0.639,0.193,0.99,5790,350.874,"(-0.00354, 5.905]"
Kepler-143b,0.639,0.215,16.01,0.127,transit,Not Specified,2700,0.96,5848,[37],2700,0.639,0.215,0.96,5848,580.5,"(-0.00354, 5.905]"
Kepler-143c,0.639,0.301,27.08,0.181,transit,Not Specified,2700,0.96,5848,[37],2700,0.639,0.301,0.96,5848,812.7,"(-0.00354, 5.905]"
Kepler-144b,0.639,0.119,5.89,0.066,transit,Not Specified,1269,1.03,6075,[37],1269,0.639,0.119,1.03,6075,151.011,"(-0.00354, 5.905]"
Kepler-144c,0.639,0.12,10.1,0.094,transit,Not Specified,1269,1.03,6075,[37],1269,0.639,0.12,1.03,6075,152.28,"(-0.00354, 5.905]"
Kepler-146b,0.639,0.331,31.16,0.2,transit,Not Specified,2390,0.96,5948,[37],2390,0.639,0.331,0.96,5948,791.09,"(-0.00354, 5.905]"
Kepler-146c,0.639,0.279,76.73,0.364,transit,Not Specified,2390,0.96,5948,[37],2390,0.639,0.279,0.96,5948,666.81,"(-0.00354, 5.905]"
Kepler-147b,0.639,0.136,12.61,0.113,transit,Not Specified,3500,1.01,6012,[37],3500,0.639,0.136,1.01,6012,476,"(-0.00354, 5.905]"
Kepler-147c,0.639,0.217,33.42,0.216,transit,Not Specified,3500,1.01,6012,[37],3500,0.639,0.217,1.01,6012,759.5,"(-0.00354, 5.905]"
Kepler-148b,0.639,0.161,1.73,0.028,transit,Not Specified,2640,0.96,5272,[37],2640,0.639,0.161,0.96,5272,425.04,"(-0.00354, 5.905]"
Kepler-148c,0.639,0.321,4.18,0.05,transit,Not Specified,2640,0.96,5272,[37],2640,0.639,0.321,0.96,5272,847.44,"(-0.00354, 5.905]"
Kepler-149b,0.639,0.376,29.2,0.184,transit,Not Specified,1893,0.96,5381,[37],1893,0.639,0.376,0.96,5381,711.768,"(-0.00354, 5.905]"
Kepler-149c,0.639,0.144,55.33,0.281,transit,Not Specified,1893,0.96,5381,[37],1893,0.639,0.144,0.96,5381,272.592,"(-0.00354, 5.905]"
Kepler-149d,0.639,0.353,160.02,0.571,transit,Not Specified,1893,0.96,5381,[37],1893,0.639,0.353,0.96,5381,668.229,"(-0.00354, 5.905]"
Kepler-150b,0.639,0.112,3.43,0.044,transit,Not Specified,2980,0.96,5560,[37],2980,0.639,0.112,0.96,5560,333.76,"(-0.00354, 5.905]"
Kepler-150c,0.639,0.329,7.38,0.073,transit,Not Specified,2980,0.96,5560,[37],2980,0.639,0.329,0.96,5560,980.42,"(-0.00354, 5.905]"
Kepler-150d,0.639,0.249,12.56,0.104,transit,Not Specified,2980,0.96,5560,[37],2980,0.639,0.249,0.96,5560,742.02,"(-0.00354, 5.905]"
Kepler-150e,0.639,0.278,30.83,0.189,transit,Not Specified,2980,0.96,5560,[37],2980,0.639,0.278,0.96,5560,828.44,"(-0.00354, 5.905]"
Kepler-151b,0.639,0.273,15.23,0.116,transit,Not Specified,2160,0.83,5460,[37],2160,0.639,0.273,0.83,5460,589.68,"(-0.00354, 5.905]"
Kepler-151c,0.639,0.186,24.67,0.16,transit,Not Specified,2160,0.83,5460,[37],2160,0.639,0.186,0.83,5460,401.76,"(-0.00354, 5.905]"
Kepler-152b,0.639,0.249,18.21,0.124,transit,Not Specified,1457,0.96,5088,[37],1457,0.639,0.249,0.96,5088,362.793,"(-0.00354, 5.905]"
Kepler-152c,0.639,0.213,88.26,0.356,transit,Not Specified,1457,0.96,5088,[37],1457,0.639,0.213,0.96,5088,310.341,"(-0.00354, 5.905]"
Kepler-153b,0.639,0.261,18.87,0.129,transit,Not Specified,1518,0.96,5404,[37],1518,0.639,0.261,0.96,5404,396.198,"(-0.00354, 5.905]"
Kepler-153c,0.639,0.226,46.9,0.237,transit,Not Specified,1518,0.96,5404,[37],1518,0.639,0.226,0.96,5404,343.068,"(-0.00354, 5.905]"
Kepler-154b,0.639,0.202,33.04,0.198,transit,Not Specified,3070,0.89,5690,[37],3070,0.639,0.202,0.89,5690,620.14,"(-0.00354, 5.905]"
Kepler-154c,0.639,0.263,62.3,0.303,transit,Not Specified,3070,0.89,5690,[37],3070,0.639,0.263,0.89,5690,807.41,"(-0.00354, 5.905]"
Kepler-155b,0.639,0.186,5.93,0.056,transit,Not Specified,965,0.58,4508,[37],965,0.639,0.186,0.58,4508,179.49,"(-0.00354, 5.905]"
Kepler-155c,0.639,0.2,52.66,0.242,transit,Not Specified,965,0.58,4508,[37],965,0.639,0.2,0.58,4508,193,"(-0.00354, 5.905]"
Kepler-156b,0.639,0.205,4.97,0.054,transit,Not Specified,1465,0.96,5094,[37],1465,0.639,0.205,0.96,5094,300.325,"(-0.00354, 5.905]"
Kepler-156c,0.639,0.227,15.91,0.117,transit,Not Specified,1465,0.96,5094,[37],1465,0.639,0.227,0.96,5094,332.555,"(-0.00354, 5.905]"
Kepler-157b,0.639,0.118,1.73,0.028,transit,Not Specified,2580,0.96,5774,[37],2580,0.639,0.118,0.96,5774,304.44,"(-0.00354, 5.905]"
Kepler-157c,0.639,0.2,13.54,0.11,transit,Not Specified,2580,0.96,5774,[37],2580,0.639,0.2,0.96,5774,516,"(-0.00354, 5.905]"
Kepler-158b,0.639,0.189,16.71,0.111,transit,Not Specified,1037,0.96,4623,[37],1037,0.639,0.189,0.96,4623,195.993,"(-0.00354, 5.905]"
Kepler-158c,0.639,0.17,28.55,0.158,transit,Not Specified,1037,0.96,4623,[37],1037,0.639,0.17,0.96,4623,176.29,"(-0.00354, 5.905]"
Kepler-159b,0.639,0.212,10.14,0.082,transit,Not Specified,1232,0.96,4625,[37],1232,0.639,0.212,0.96,4625,261.184,"(-0.00354, 5.905]"
Kepler-159c,0.639,0.304,43.6,0.218,transit,Not Specified,1232,0.96,4625,[37],1232,0.639,0.304,0.96,4625,374.528,"(-0.00354, 5.905]"
Kepler-160b,0.639,0.137,4.31,0.05,transit,Not Specified,3140,0.88,5471,[37][39],3140,0.639,0.137,0.88,5471,430.18,"(-0.00354, 5.905]"
Kepler-160c,0.639,0.322,13.7,0.109,transit,Not Specified,3140,0.88,5471,[37][39],3140,0.639,0.322,0.88,5471,1011.08,"(-0.00354, 5.905]"
Kepler-161b,0.639,0.189,4.92,0.054,transit,Not Specified,1435,0.77,5078,[37],1435,0.639,0.189,0.77,5078,271.215,"(-0.00354, 5.905]"
Kepler-161c,0.639,0.183,7.06,0.068,transit,Not Specified,1435,0.77,5078,[37],1435,0.639,0.183,0.77,5078,262.605,"(-0.00354, 5.905]"
Kepler-162b,0.639,0.112,6.92,0.069,transit,Not Specified,2860,0.96,5816,[37],2860,0.639,0.112,0.96,5816,320.32,"(-0.00354, 5.905]"
